325,380
173,402
150,432
405,178
118,322
274,458
193,85
226,197
243,388
52,338
254,395
309,405
401,138
472,458
404,421
403,104
135,64
200,278
409,18
445,493
480,257
448,213
220,134
380,346
368,65
219,114
437,412
86,337
73,163
276,472
238,18
431,184
433,7
243,190
6,397
470,342
360,191
31,126
412,485
286,15
11,137
283,352
134,178
340,468
372,498
172,262
412,421
497,164
341,5
409,377
132,270
371,435
68,253
37,309
63,205
345,210
411,241
14,333
432,53
438,57
254,101
91,79
44,32
286,83
359,28
408,281
308,179
275,358
134,195
42,488
21,59
125,239
320,398
91,236
402,96
492,142
64,468
319,379
281,343
232,221
144,77
217,166
309,474
483,228
116,184
486,485
313,8
59,397
145,73
467,155
343,196
54,44
318,303
39,275
440,170
111,391
59,490
40,471
315,11
456,34
126,318
378,295
188,401
74,36
36,20
295,57
273,277
35,90
318,30
487,295
353,371
320,401
34,212
177,73
217,74
357,426
407,273
456,54
310,61
274,338
449,255
5,367
385,57
429,184
497,449
148,339
425,71
168,90
264,368
295,353
147,270
340,93
315,35
277,389
442,495
438,326
206,115
8,246
332,12
117,351
199,159
396,48
179,150
92,450
251,436
477,93
168,3
464,146
459,422
233,229
294,95
9,190
230,395
67,171
75,434
302,108
172,167
32,216
477,201
316,283
299,124
37,481
179,494
365,302
176,442
257,315
277,425
367,237
73,171
91,474
310,24
325,343
7,166
41,295
25,475
170,86
73,42
89,140
157,402
291,450
321,202
143,77
487,272
88,82
168,342
429,176
391,131
103,11
81,261
216,357
349,233
497,499
291,89
237,74
427,251
233,265
373,327
408,429
220,477
354,277
385,12
446,186
100,258
407,320
186,41
171,138
183,88
475,324
267,334
397,4
279,457
200,8
369,444
269,305
98,44
400,13
453,380
116,169
183,85
376,108
385,330
459,5
308,62
182,162
436,236
183,436
283,68
68,291
459,345
425,66
279,71
479,233
326,183
192,487
491,164
454,430
218,383
5,151
283,53
336,127
325,112
406,376
244,264
480,377
175,351
260,14
314,168
42,199
392,495
241,372
421,351
316,332
478,79
499,263
227,25
476,183
18,174
438,190
203,272
421,444
423,367
436,158
105,234
161,446
291,286
382,70
28,43
107,314
190,4
115,69
299,402
402,114
443,377
447,333
423,67
178,222
258,448
144,275
313,149
203,86
22,55
295,137
309,459
15,104
268,332
153,196
304,301
410,190
212,12
346,358
366,121
61,125
362,174
169,4
109,341
203,162
251,441
368,428
487,101
402,331
75,316
72,340
437,482
401,340
57,376
81,146
432,442
51,15
253,388
211,131
150,53
292,366
421,417
345,463
85,218
408,58
419,24
437,345
191,218
255,79
53,100
345,166
64,248
315,85
411,109
119,187
416,103
415,80
416,275
265,159
334,362
357,69
275,253
363,39
321,186
60,383
4,19
416,494
137,491
442,251
399,203
238,3
40,60
49,214
159,252
54,31
9,70
211,117
442,436
218,192
111,144
378,463
34,449
10,142
367,92
187,441
278,430
483,129
228,265
385,395
312,468
12,395
215,110
105,445
413,169
9,437
328,271
149,484
388,365
487,318
346,57
199,160
332,150
11,124
316,57
23,122
488,44
176,245
427,327
379,67
66,293
103,14
176,248
340,61
160,355
84,74
2,299
244,107
500,140
54,184
489,141
176,17
453,16
72,90
356,246
476,100
200,48
168,209
146,16
128,238
267,266
410,294
352,389
177,37
23,491
429,479
281,425
275,335
429,384
186,202
48,420
66,289
44,325
485,499
496,85
420,415
451,366
333,380
188,396
160,425
42,354
468,202
386,313
491,4
93,406
177,270
323,189
201,418
247,258
436,95
341,413
285,244
399,113
43,148
494,387
445,458
232,83
486,412
79,392
216,161
411,496
204,12
191,266
339,69
232,66
127,310
12,221
382,31
413,367
278,89
384,27
391,324
352,392
170,432
194,218
328,124
146,430
187,151
422,80
215,270
381,366
393,456
81,313
16,376
229,158
305,378
494,456
234,359
392,366
436,372
196,217
259,376
9,170
375,116
55,228
103,431
94,110
183,96
271,411
399,102
300,186
496,493
270,233
162,327
265,42
469,66
128,450
66,202
207,340
343,216
337,420
62,493
144,403
158,368
120,461
164,327
147,229
127,52
356,223
188,276
453,23
24,310
254,332
68,174
191,157
142,187
414,56
351,220
197,390
89,415
230,460
41,104
25,121
184,57
436,416
219,106
272,97
327,126
221,119
17,305
442,163
43,241
146,177
379,72
141,193
317,396
272,470
455,465
332,48
499,115
289,305
105,337
378,352
366,39
170,481
310,43
160,500
392,8
5,342
151,463
222,417
42,487
353,55
210,154
166,380
97,52
206,11
98,294
490,267
197,476
456,328
78,149
201,322
324,319
88,356
45,444
318,155
128,399
369,462
239,136
21,314
279,243
334,91
21,465
174,374
205,125
64,380
343,414
147,278
334,54
333,331
165,220
497,16
184,50
425,161
305,435
221,411
67,381
118,87
425,89
471,232
337,291
317,335
152,406
29,244
167,474
462,466
216,90
125,170
227,230
297,200
482,333
400,482
138,481
133,155
332,60
269,72
157,56
389,85
360,374
156,413
116,97
274,147
215,311
389,380
20,210
360,440
57,32
69,140
18,46
356,133
472,142
366,465
201,370
426,133
301,262
75,277
21,18
370,397
230,8
453,399
162,106
463,334
189,195
158,100
297,472
441,129
382,378
90,232
438,463
301,141
419,249
84,327
95,33
371,77
446,302
399,369
195,400
163,156
71,166
90,362
438,227
114,345
468,59
208,40
125,9
403,255
271,71
421,122
155,395
204,19
7,347
304,55
348,140
274,495
294,396
112,209
420,475
163,116
28,423
77,103
297,79
171,50
419,171
349,488
